Name,IsBot,PlayerID,Team,TeamID,TeamScore,RoundNumber,Tick,Time,ClockTime,PosX,PosY,PosZ,VelX,VelY,VelZ,ViewDirectionX,ViewDirectionY,KillEvent,KilledBy,Killed,Assisters,Kills,Deaths,Assists,AttackedBy,Attackers,HealthDamageTaken,ArmorDamageTaken,BombPlanted,BombDefused,BombPlantSite,BombDefuseSite,FlashDuration
Dragomir,true,3,CounterTerrorists,3,0,0,1024,16.00,99.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.121826,-1.320068,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1088,17.00,98.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.773346,-1.625290,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1088,17.00,98.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.773438,-1.625290,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1152,18.00,97.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.820831,-1.844330,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1152,18.00,97.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.820923,-1.844330,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1216,19.00,96.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.924957,-1.970337,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1216,19.00,96.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.925049,-1.970337,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1286,20.09,94.91,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.781891,-1.992981,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1286,20.09,94.91,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.781982,-1.992981,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1344,21.00,94.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.980408,-1.919525,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1344,21.00,94.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.980682,-1.919525,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1408,22.00,93.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.590057,-1.743042,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1408,22.00,93.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.590332,-1.743042,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1472,23.00,92.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.684631,-1.481094,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1472,23.00,92.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.684723,-1.481094,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1536,24.00,91.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.560608,-1.136749,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1536,24.00,91.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.560333,-1.136749,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1600,25.00,90.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.576630,-0.740204,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1600,25.00,90.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.576721,-0.740204,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1664,26.00,89.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.053497,-0.298691,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1664,26.00,89.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.053406,-0.298691,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1728,27.00,88.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.157532,0.149353,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1728,27.00,88.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.157440,0.149353,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1792,28.00,87.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.855072,0.596695,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1792,28.00,87.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.855499,0.596695,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1856,29.00,86.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.923157,1.008331,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1856,29.00,86.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.923218,1.008331,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1920,30.00,85.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.015259,1.372604,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1920,30.00,85.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.015686,1.372604,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,1984,31.00,84.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.780853,1.664429,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,1984,31.00,84.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.780945,1.664429,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2048,32.00,83.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.971069,1.869385,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2048,32.00,83.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.970795,1.869385,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2112,33.00,82.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.524414,1.981323,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2112,33.00,82.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.524475,1.981323,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2176,34.00,81.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.587128,1.991272,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2176,34.00,81.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.587555,1.991272,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2240,35.00,80.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.460327,1.897888,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2240,35.00,80.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.460083,1.897888,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2304,36.00,79.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.507355,1.708710,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2304,36.00,79.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.507263,1.708710,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2368,37.00,78.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.035553,1.430283,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2368,37.00,78.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.035278,1.430283,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2432,38.00,77.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.197937,1.082153,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2432,38.00,77.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.197693,1.082153,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2496,39.00,76.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.943390,0.670502,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2496,39.00,76.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.943634,0.670502,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2560,40.00,75.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.027161,0.231750,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2560,40.00,75.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.027252,0.231750,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2624,41.00,74.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.104523,-0.222809,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2624,41.00,74.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.104614,-0.222809,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2688,42.00,73.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.824127,-0.659515,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2688,42.00,73.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.824554,-0.659515,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2752,43.00,72.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.955963,-1.065338,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2752,43.00,72.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.956055,-1.065338,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2816,44.00,71.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.457184,-1.422394,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2816,44.00,71.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.456757,-1.422394,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2880,45.00,70.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.488586,-1.700821,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2880,45.00,70.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.488678,-1.700821,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,2944,46.00,69.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.361450,-1.895142,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,2944,46.00,69.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.361542,-1.895142,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3008,47.00,68.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.440338,-1.989563,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3008,47.00,68.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.440063,-1.989563,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3072,48.00,67.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.023529,-1.983368,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3072,48.00,67.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.023621,-1.983368,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3136,49.00,66.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,162.244385,-1.875580,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3136,49.00,66.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.244995,-1.875580,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3200,50.00,65.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.031860,-1.669235,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3200,50.00,65.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,163.031616,-1.669235,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3264,51.00,64.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.130859,-1.381531,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3264,51.00,64.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.131287,-1.381531,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3328,52.00,63.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.188354,-1.019318,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3328,52.00,63.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.188293,-1.019318,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3392,53.00,62.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.862244,-0.607681,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3392,53.00,62.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.862305,-0.607681,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3456,54.00,61.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.936035,-0.161362,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3456,54.00,61.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.935791,-0.161362,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3520,55.00,60.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.382935,0.290100,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3520,55.00,60.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,165.383026,0.290100,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3584,56.00,59.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.385925,0.724411,false,,,,0,0,0,,,0,0,false,false,,,0.00
Dragomir,true,3,CounterTerrorists,3,0,0,3584,56.00,59.00,-1087.226929,-1851.991333,-335.968750,0.000000,0.000000,0.000000,164.385681,0.724411,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3648,57.00,58.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3648,57.00,58.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.262573,1.126434,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3712,58.00,57.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3712,58.00,57.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.378174,1.468048,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3776,59.00,56.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.017029,1.738251,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3776,59.00,56.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3840,60.00,55.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,130.294769,1.915054,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3840,60.00,55.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3904,61.00,54.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3904,61.00,54.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,131.122864,1.995392,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,3968,62.00,53.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,3968,62.00,53.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,132.233856,1.974106,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4032,63.00,52.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.270691,1.848450,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4032,63.00,52.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4096,64.00,51.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.896210,1.631470,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4096,64.00,51.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
Trapper,true,2,Terrorists,2,0,0,4160,65.00,50.00,1450.000000,483.000000,-159.968750,0.000000,0.000000,0.000000,133.909943,1.327972,false,,,,0,0,0,,,0,0,false,false,,,0.00
Green,false,0,CounterTerrorists,3,0,0,4160,65.00,50.00,-817.000000,-1712.000000,-335.968811,0.000000,0.000000,0.000000,-62.499847,0.000000,false,,,,0,0,0,,,0,0,false,false,,,0.00
